,School Name,UniversityLink1,text,failed_scrape
22,Wake Forest University,https://diversity.wfu.edu/about/,AboutUsOfficeofDiversityandInclusionSkiptomaincontentMainContentOurVisionOurMissionOurBeliefsOurCommitmentsThevisionoftheOfficeofDiversityandInclusionistoStriveforIntentionallyEquitablePoliciesMembersofWakeForestUniversitywillbeabletoidentifydevelopandappraisepoliciesthatpromoteequitydiversityandinclusionacrossacademicadministrativesupportandlogisticalunitsCultivateProgramsthatFosterIntersectionalAwarenessandUnderstandingMembersofWakeForestUniversitywillengageincurricularandcocurricularprogramsandinitiativesthatfacilitatetheircapacitytoexploreunderstandandoperationalizeabroadrangeofconceptsexperiencesperspectivesandopinionsEmpowerAllAcademicandAdministrativeUnitstoBecomeMoreInclusiveMembersofWakeForestUniversitywillbepresentedwithopportunitiesresourcesandmaterialstohelpthemplanandcritiquetheirdiversityandinclusionpracticesinusingmethodsandbestpracticesthatdirectlycontributetheUniversitysmissiontowardsamorediverselearningcommunityThemissionoftheOfficeofDiversityandInclusionincollaborationwithUniversitycolleaguesandstakeholdersistosupporttheuniversitysmissionofcreatingamorediverselearningcommunitybyofferingprogramsinfluencingpoliciesandelevatingpracticesthatarerepresentativeofaninclusiveandequitablecampusclimateAllmembersoftheWakeForestUniversitycommunityshouldfeelseenwelcomedandvaluedInorderforthistooccurTheOfficeofDiversityandInclusionBelievesthatallstudentsstaffandfacultymembersshouldbeseenfortheirinfinitedignityBelievesthatallstudentsstaffandfacultymembersshouldstudylivelearnandgrowinequitableenvironmentsandspacesoncampusBelievesthatallstudentsstaffandfacultymembersshouldfeelthattheircontributionsidentityandgoalsareaffirmedBelievesthatallstudentsstaffandfacultymembersshouldbeabletodependonsystemsofaccountabilityeducationandgrowththatcontributetothecreationandsustainabilityofaninclusivecommunityBelievesthatnostudentstafforfacultymembersshouldbesubjecttoracismxenophobiaoranyotherformofdiscriminationWithinODIandacrosstheinstitutionitisunderstoodthatmissionsvisionsandcorebeliefsareonlyasstrongastheactionsthatfollowthemOnthispageODIarticulatesourcommitmenttolivingoutthatforwhichwestandMoreimportantlyhowweshowupintheServicesandResourcesweprovidetheOrganizationalAccountabilitywefacilitatetheTranslationalLeadershipwepromoteandtheCommunityBuildingwecontributetoarenotonlywhatwedotheyalsoserveasmodelsforhowstudentsandcolleaguesthroughouttheinstitutioncanliveouttheircommitmenttoamoreinclusiveandequitablecampuscommunityMeettheNewAVPsSustainabilityofanydiversityandinclusioninitiativeoccursonlywhenthemostseniorleadersgovernancegroupsadvisorycouncilsacademicadministratorsandfacultyareinvolvedintheformulationandadministrationoftheDiversityandInclusionblueprintMoreontheAVPsHistoryDiscoverthehistoricalactionsthatservedascatalystsfortheUniversitysevolvingsupportfordiversityandinclusionMoreonOurHistoryCampusPartnersOurpartnershipsacrosscampushelpfurtherthevisionfordiversityandinclusionwhileensuringthatwearehelpingtoshapeinstitutionalpoliciesandorganizationalprogramsthatallowustoholisticallyservethecampuscommunityViewOurCampusPartners,False
23,New York University,https://www.nyu.edu/life/global-inclusion-and-diversity/who-we-are/why-we-re-here.html,WhyWereHereWhyWereHereTheNYUOfficeofGlobalInclusionDiversityandStrategicInnovationisresponsibleforadvancingstrategicglobalinclusionbelongingandinnovationinitiativesacrosstheUniversitysglobalnetworkWeconsultprovideleadershipandworktostrengthenpoliciesandstructurestohelpNYUbecomeamorediverseandinclusiveinstitutionOurgoalistocreateacommunitythatfostersandengagestherichintellectualdiversityandresearchofourstudentsfacultyandstaffadministratorsWeworktocreateaninclusiveglobalcommunitywhereourdifferencesenrichallofouracademicsocialandadministrativebodiesThroughourworkweaimtopreparestudentsfacultyandstaffadministratorstothriveOurMissionEstablishandsustainathrivinginclusiveglobalcommunitythatsupportsfostersandengagestheresearchandintellectualcuriosityofourdiversestudentsfacultystaffadministratorsandalumniOurVisionWeareadynamicglobalcommunitywhereinclusionandacademicexcellenceareinterdependentOurteachingpedagogyresearchandemergingleadershipcreatesandpromotesgloballyrelevantproductionsofnewknowledgetoprepareourstudentsforadiversecomplexandeverchangingworldWhatWeDoMeettheInclusionOfficers,False
24,Tufts University,https://www.tufts.edu/strategic-themes/diversity-and-inclusion,DiversityandInclusionTuftsUniversity,True
25,University of California--Santa Barbara,https://diversity.ucsb.edu/about/principles-of-community,PrinciplesofCommunityDiversityEquityInclusion,True
26,Boston College,https://www.bc.edu/bc-web/offices/human-resources/sites/oid.html,HomeOIDBostonCollegeSkiptomainnavigationSkiptomaincontent20212022EventsDiversityInclusionLearnAboutOurAffinityGroupsBostonCollegeAffinityGroupsarevolunteeremployeemanagedgroupsthatpromotetheinterestsoftheirrespectiveconstituenciesABLEDBCAsianPacificIslanderEmployeesAPIEBlackFacultyStaffandAdministratorsAssociationBFSAALGBTBCLatinoasatBostonCollegeLBCMiddleEasternEmployeesandAlliesMEEAStaffAdvisorySenateVeteransAffinityGroupWomensCollaborativeBCAffinityGroupsTheannualDiversityandInclusionSummitisafulldayconferenceaddressingpressingissuesrelatedtodiversityandinclusionatBostonCollegeandinthehighereducationfieldLearnmoreBackToTopBackToTop,False
27,Georgia Institute of Technology,https://diversity.gatech.edu/institute-commitment-diversity-equity-and-inclusion,InstituteCommitmenttoDiversityEquityandInclusionGTGeorgiaInstituteofTechnologyOfficeofInstituteDiversityInstituteCommitmenttoDiversityEquityandInclusionTheOfficeofthePresidentGeorgiaInstituteofTechnologyDiversityisoneofGeorgiaTechsgreateststrengthsandoneofthemajorprioritiesidentifiedinournewstrategicplanWethriveondiversityWeseediversityofbackgroundsandperspectivesasessentialtolearningdiscoveryandcreationWestrivetoremovebarrierstoaccessandsuccessandtobuildaninclusivecommunitywherepeopleofallbackgroundshavetheopportunitytolearnandcontributetoourmissionGeorgiaTechStrategicPlan2020AtTechweembraceandleveragediversityinallitsmanifestationsWeareproudthatweareoneofthemostdiverseuniversitiesintheworldwithstudentswhorepresenteverystateinthenationandmorethan100countriesIntheyearsaheadourgoalistocontinuetobuildacampuscultureofcollegialityclosecollaborationglobalperspectiveinterculturalsensitivityrespectandthoughtfulinteractionamongadiversecommunityofstudentsemployeesandalumniWerealizethatinordertoachieveourvisionforGeorgiaTechasaleaderininfluencingthemajortechnologicalsocialandpolicydecisionsinthetwentyfirstcenturywemustrecruitandretainfacultystaffandstudentsfromawidearrayofbackgroundsperspectivesinterestsandtalentsIndoingsowewillcreateacommunitythatexemplifiesthebestinallofusourintellectualpursuitsourdiversityofthoughtandourpersonalintegrityOurmissiontoachieveinclusiveexcellencemeansunleashingthefullpotentialofTechshumancapacitytocreateabettersustainablefutureforusallYouareinvitedtojoinusonthejourneyofcreatingandsustainingafuturethatbuildsuponthetalentsofallmembersofourcommunityinaddressingthemajorchallengesofthisandfuturegenerations,False
28,University of California--Irvine,https://inclusion.uci.edu/about/,,True
29,University of California--Davis,https://diversity.ucdavis.edu/principles-community,PrinciplesofCommunityDiversityEquityInclusion,True
30,William & Mary,https://www.wm.edu/offices/diversity/about/index.php,AboutWilliamMaryLatestaboutCOVID19andWMsPathForwardDepartmentsOfficesDiversityInclusionAboutWilliamMaryiscommittedtoinclusiveexcellenceBuildingonourcorevalueofbelongingwestrivetobeaplacewhereequityandinclusionareintegralpartsofallthatwedoWeworktocreateacommunitythatisrepresentativeofindividualswithdifferentbackgroundstalentsandskillsWeworktoensurethatWilliamMaryisaplacewhereallfacultystaffstudentsandalumnifeelsupportedandaffirmedFromclassroomdiscussionsandstudyabroadexperiencestoequitableandtransparentrecruitmenthiringandpromotionprocessesinclusiveexcellenceisourfocusThisworkisnotalignedwithasingleofficebutthesharedresponsibilityofallWedefinediversityinitsbroadesttermsandcelebratehowthismakesWilliamMaryabetterinstitutionOneofmycorebeliefsisthatdiversitydrivesinnovationWhenwecanuniteadiversegroupofpeopleaswecanatWilliamMaryfromdifferentnationseconomicbackgroundsethnicitiesidentitiesinmanyregisterstheresultisafreshnessofthoughtandanacademiccuriositythatisunparalleledItpromisesthatwefindnewworkablesolutionstoageoldproblemsquicklyandwithgreatersophisticationandthatwelearnmoreaboutourselvesalongthewayWeappreciateanewthedifferentwaysofknowingandofbeingintheworldandtheirpositiveimpactonteachinglearningandresearchWilliamMaryshouldbeaplacewhereeveryonecanthriveandcontributeintellectuallyandweallhaveastakeinensuringthekindofinclusiveculturewewantonourcampusWeneedtoapproachinclusionworkasacommunitybecauseeffortsthisimportanttothemissionoftheinstitutionwillbemostsuccessfulwhenwepursuethemtogetherWemustallcontinueidentifyingbarrierstofullinclusionandworktogetheronthemosteffectivewaystosurmountchallengestodiversityPresidentKatherineRowe,False
31,Tulane University,https://tulane.edu/edi,EquityDiversityInclusionTulaneUniversitySearchTulaneAZStrongerTUgetherCOVID19RESOURCESEquityDiversityInclusionEquityDiversityInclusionTobecomeatrulygreatuniversitydefinedbybreakthroughdiscoveryworldclassscholarshipandtransformativepersonalgrowthandenrichmentTulanemustbeanequitablediverseandinclusivecommunitythatwelcomesandsupportsadiversearrayofstudentsfacultyandstaffWemustfosteranenvironmentwhereeachmemberofouracademicfamilyparticularlyourBlackIndigenousandPeopleofColorBIPOCandotherunderrepresentedmembersarenotonlysupportedbutareabletothriveOverthepastseveralyearswehavemadegreatprogresstogetherbutweknowwemustdomoreTulaneiscommittedtotheadvancementofallmembersofourcommunityTheuniversityhasavarietyofinitiativesresourcesandsupportmechanismsyoucanexploremanyofthemhereOfficesCentersInitiativesResourcesOfficesCentersTheseestablishedareaswithintheuniversityproactivelyengageandsupportourstudentsacademicallysociallyandculturallyALAAMEAAllianceTheCarolynBarberPierreCenterforInterculturalLifeCenterforAcademicEquityChiefDiversityOfficerOfficeofHumanResourcesandInstitutionalEquityPresidentialCommissiononRacialEquityDiversityandInclusionInitiativesAPlanforNowprovidesstructureanddirectionforinitiativesthatwillhaveanimmediateandpositiveimpacttowardbecomingamoreequitablediverseandinclusiveTulaneBuildingNamingTaskForceEDIFundingInitiativeHistoryProjectLeadershipInstituteLouisianaPromisePartneringwithPurposeAStrategyforTomorrowTrailblazersResourcesTheseresourcesareinplacetosupportourcommunityandprovideavenuesforreportingReportAConcernIncidentStudentResourcesSubmitFeedbackNewsandUpdatesAllofourinitiativeshavethesingleurgentgoalofbuildingandsustaininganantiracistenvironmentandacommunitywhereallarewelcomedsupportedandvaluedtheseeffortsareessentialforcreatingaworldclassinstitutionthatconductsthebestresearchoffersthebesteducationandhasthegreatestpositiveimpactontheworldMichaelAFittsPresidentTulaneUniversity,False
32,Boston University,https://www.bu.edu/diversity/about/our-vision/,OurVisionDiversityInclusion,True
33,Brandeis University,https://www.brandeis.edu/about/mission.html,MissionandDiversityStatementsAboutBrandeisUniversitySkiptocontentStudentsFacultyStaffAlumniFriendsParentsFamiliesPopularResourcesCOVID19ResponseCOVID19TestingPortalDailyHealthAssessmentCommencementWorkingRemotelyResourcesNewsMediaCampusCalendarSitesAZPeopleDirectorySageLatteShuttleSchedulesEmploymentSupportatBrandeisMissionStatementBrandeisUniversityisacommunityofscholarsandstudentsunitedbytheircommitmenttothepursuitofknowledgeanditstransmissionfromgenerationtogenerationAsaresearchuniversityBrandeisisdedicatedtotheadvancementofthehumanitiesartsandsocialnaturalandphysicalsciencesAsaliberalartscollegeBrandeisaffirmstheimportanceofabroadandcriticaleducationinenrichingthelivesofstudentsandpreparingthemforfullparticipationinachangingsocietycapableofpromotingtheirownwelfareyetremainingdeeplyconcernedaboutthewelfareofothersInaworldofchallengingsocialandtechnologicaltransformationsBrandeisremainsacenterofopeninquiryandteachingcherishingitsindependencefromanydoctrineorgovernmentItstrivestoreflecttheheterogeneityoftheUnitedStatesandoftheworldcommunitywhoseideasandconcernsitsharesInthebeliefthatthemostimportantlearningderivesfromthepersonalencounterandjointworkofteacherandstudentsBrandeisencouragesundergraduatesandpostgraduatestoparticipatewithdistinguishedfacultyinresearchscholarshipandartisticactivitiesBrandeiswasfoundedin1948asanonsectarianuniversityunderthesponsorshipoftheAmericanJewishcommunitytoembodyitshighestethicalandculturalvaluesandtoexpressitsgratitudetotheUnitedStatesthroughthetraditionalJewishcommitmenttoeducationBybeinganonsectarianuniversitythatwelcomesstudentsteachersandstaffofeverynationalityreligionandorientationBrandeisrenewstheAmericanheritageofculturaldiversityequalaccesstoopportunityandfreedomofexpressionTheuniversitythatcarriesthenameofthejusticewhostoodfortherightsofindividualsmustbedistinguishedbyacademicexcellencebytruthpursuedwhereveritmayleadandbyawarenessofthepowerandresponsibilitiesthatcomewithknowledgeDiversityStatementEstablishedin1948asamodelofethnicandreligiouspluralismBrandeisUniversityConsiderssocialjusticecentraltoitsmissionasanonsectarianuniversityfoundedbymembersoftheAmericanJewishcommunityAimstoengagemembersofourcommunityasactivecitizensinamulticulturalworldSeekstobuildanacademiccommunitywhosemembershavediverseculturesbackgroundsandlifeexperiencesBelievesthatdiversebackgroundsandideasarecrucialtoacademicexcellenceRecognizestheneedtoanalyzeandaddressthewaysinwhichsocialculturalandeconomicinequalitiesaffectpowerandprivilegeinthelargersocietyandatBrandeisitselfHonorsfreedomofexpressionandcivilityofdiscourseasfundamentaleducationalcornerstonesSeekstosafeguardthesafetydignityandwellbeingofallitsmembersEndeavorstofosterajustandinclusivecampusculturethatembracesthediversityofthelargersocietyVisittheDiversityEquityandInclusionatBrandeiswebsite,False
34,Case Western Reserve University,https://case.edu/diversity/about,AbouttheOfficeforInclusionDiversityandEqualOpportunityOfficeforInclusionDiversityandEqualOpportunityCaseWesternReserveUniversitySkiptomaincontentOfficeforInclusionDiversityandEqualOpportunityHomeAboutMissionThemissionoftheOfficeforInclusionDiversityandEqualOpportunityistoprovidesupportandguidanceandtopromoteequitableandfairtreatmentinemploymenteducationandotheraspectsofcampuslifeTheofficeservesasaresourcetotheuniversityintheinterpretationunderstandingandapplicationoffederalandstateequalopportunityandaffirmativeactionlawsandregulationsUltimatelytheofficesupportstheuniversitysmissionbyprovidingstrategicleadershipinthedevelopmentofpoliciesproceduresandprogramsthatwillhelpfosterdiversityinclusivenessandawelcomingenvironmentforfacultystaffstudentsandothersVisionCaseWesternReserveUniversityvaluesexcellencebyadvancingdiversitythroughinclusivethinkingmindfullearningandtransformativedialogueCWRUDiversityStatementCaseWesternReserveUniversityaspirestobeaninclusiveenvironmentbelievingthatthecreativeenergyandvarietyofinsightsthatresultfromdiversityareavitalcomponentoftheintellectualrigorandsocialfabricoftheuniversityAsascholarlycommunityCaseWesternReserveisinclusiveofpeopleofallracialethnicculturalsocioeconomicnationalandinternationalbackgroundswelcomingdiversityofthoughtpedagogyreligionagesexualorientationgenderidentityexpressionpoliticalaffiliationanddisabilityWebelieveinacultureofinclusionthatencouragesrelationshipsandinteractionsamongpeopleofdifferentbackgroundsaculturethatenhanceshumandignityactivelydiminishesprejudiceanddiscriminationandimprovesthequalityoflifeforeveryoneinourcommunity,False
35,University of Wisconsin--Madison,https://diversity.wisc.edu/,CreatingCommunityPromotingEquityDiversityandInclusionatUWMadisonUWMadisonSkiptomaincontentUniversityofWisconsinMadisonDiversityisasourceofstrengthcreativityandinnovationforUWMadisonWevaluethecontributionsofeachpersonandrespecttheprofoundwaystheiridentityculturebackgroundexperiencestatusabilitiesandopinionenrichtheuniversitycommunityWecommitourselvestothepursuitofexcellenceinteachingresearchoutreachanddiversityasinextricablylinkedgoalsTheUniversityofWisconsinMadisonfulfillsitspublicmissionbycreatingawelcomingandinclusivecommunityforpeoplefromeverybackgroundpeoplewhoasstudentsfacultyandstaffserveWisconsinandtheworldWIDAsErikaRosaleswins110KWisconsinIdeaGranttohelpDREAMersWIDAandtheWisconsinCenterforEducationResearchWCERaredelightedtocongratulateErikaRosalesWIDAhumanresourcescoordinatoronhertwoyear110000grantfromtheBaldwinWisconsinIdeaEndowmenttocreatetheCenterforDREAMersatOutstandingWomanofColorAward2021CallforNominationsPleasenominateacandidateforthisyearsUWMadisonOutstandingWomenofColorAwardssothatwecancontinuetocelebratetheirachievementsthroughthisUWMadisontraditionLaVarCharlestonnamedUWMadisonsnextchiefdiversityofficerLaVarCharlestonaninnovativeleaderandaccomplishedresearcherwithnearlytwodecadesofexperiencerelatedtodiversityequityandinclusioninhighereducationhasbeennamedtoleadtheUniversityofWisconsinMadisonsdiversityandinclusionJulyJuly27PathwaysExploreEngineeringAcceleratedMastersPrograms500PMOnlineAugustAugust11BadgerPathwaysExploreUWMadisonsSchoolofEducationMastersPrograms1000AMOnlineAugust18ProgramOverviewMastersinLearningAnalyticsProgram1200PMOnlineSeptemberSeptember21StudentEmploymentSupervisorSeriesPodcastSeries100PMOnlineOctoberOctober14CDISRedTalkYoungMieKim400PMMoreeventsMoreItpreparedmesowellFirstgraduateofprecollegeprogramforNativestudentsreflectsontimeatUWMadisonJune232021LaVarCharlestonnamedUWMadisonsnextchiefdiversityofficerJune222021CongratulatorybannerspartoflargerefforttopromoteIndigenouslanguagesJune22021DivineNineprojecttohonorhistoryachievementsofBlackfraternitiesandsororitiesApril192021NewprojectsstudyrootcausesofinequalitiesandhowtoreducetheireffectsApril152021MoreMoreReckoningWithUWMadisonsHistoryResourcestocontinuethelearningprocessAppletonattorneyYadiraReinlikelyfirstpersonofcolorappointedjudgeinOutagamieCounty11factsabouttheWisconsinLGBTQcommunityyoumightnothaveknownuntilnowDoITPresentsReckoningWithOurHistoryUWMadisonsHistoryOfDiscriminationAndResistanceWisconsinLegislativeBlackCaucustoCelebrateJuneteenthMoreAnnouncementsMore,False
